zaretzki_index,molecule_title,atomic_index,zaretzki_atomic_index,atomic_number,hydrogen_neighbor,is_aromatic,heavy_atoms,double_bonded,ir,relative_ir,bde,sasa_hydrogen_maestro,primary_som,secondary_som,tertiary_som,som,som_level
016,CLARITHROMYCIN,21,16021,6,3,0,52,0,-4.625,0.18773643001671506,101.55,10.231252663173887,0,0,0,0,0
016,CLARITHROMYCIN,22,16022,6,1,0,52,0,3.456,0.8986539984164686,92.29,0.000329229343471677,0,0,0,0,0
016,CLARITHROMYCIN,24,16024,6,1,0,52,0,-4.362,0.2108735814198997,92.38,0.001868400081626,0,0,0,0,0
016,CLARITHROMYCIN,25,16025,6,1,0,52,0,-2.306,0.3917480425793965,98.4,0.0,0,0,0,0,0
016,CLARITHROMYCIN,27,16027,6,2,0,52,0,-4.984,0.15615377848156947,99.42,7.27531543461321,0,0,0,0,0
016,CLARITHROMYCIN,31,16031,6,2,0,52,0,-6.759,0.0,99.16,9.471315633389061,0,0,0,0,0
016,CLARITHROMYCIN,33,16033,6,3,0,52,0,-4.354,0.21157737309756314,102.69,22.9728288884224,0,0,0,0,0
016,CLARITHROMYCIN,34,16034,6,1,0,52,0,-2.368,0.386293657077505,87.79,10.8723351725575,0,0,0,0,0
016,CLARITHROMYCIN,35,16035,6,3,0,52,0,-5.201,0.13706342922494946,101.07,21.2977684868591,0,0,0,0,0
016,CLARITHROMYCIN,37,16037,6,1,0,52,0,-3.403,0.2952406087798012,93.41,6.46550601135241,0,0,0,0,0
016,CLARITHROMYCIN,38,16038,6,1,0,52,0,-0.485,0.5519486232075306,94.34,0.613572677723015,0,0,0,0,0
016,CLARITHROMYCIN,39,16039,6,3,0,52,0,4.608,1.0,92.86,21.7460263595393,1,0,0,1,3
016,CLARITHROMYCIN,40,16040,6,3,0,52,0,4.608,1.0,92.84,21.793331243696766,1,0,0,1,3
016,CLARITHROMYCIN,43,16043,6,1,0,52,0,-4.925,0.16134424210433715,95.89,8.88694248578219,0,0,0,0,0
016,CLARITHROMYCIN,45,16045,6,3,0,52,0,-4.004,0.24236825899533743,101.51,21.261694916889667,0,0,0,0,0
016,CLARITHROMYCIN,46,16046,6,3,0,52,0,-3.963,0.24597519134336238,102.45,20.283347003735233,0,0,0,0,0
016,CLARITHROMYCIN,47,16047,6,2,0,52,0,-2.583,0.36737925574030084,96.83,8.922425273941904,0,0,0,0,0
016,CLARITHROMYCIN,48,16048,6,3,0,52,0,-4.81,0.1714612474707487,103.0,6.4240640163437766,0,0,0,0,0
016,CLARITHROMYCIN,51,16051,6,3,0,52,0,3.045,0.8624967009765109,95.65,20.6544173510027,0,0,0,0,0
016,CLARITHROMYCIN,52,16052,6,3,0,52,0,-4.756,0.1762118412949767,100.97,23.597624435365102,0,0,0,0,0
018,CORTISOL,1,18001,6,1,0,26,0,-7.964,0.03885153164692059,94.26,6.30887972385769,0,0,0,0,0
018,CORTISOL,2,18002,6,1,0,26,0,-8.328,0.0,91.11,1.10547633443236,0,0,0,0,0
018,CORTISOL,4,18004,6,2,0,26,0,-8.232,0.010246557796990083,95.22,18.465554928830002,0,0,0,0,0
018,CORTISOL,5,18005,6,1,0,26,0,-7.45,0.0937133098516383,90.15,4.34068499828991,0,0,0,0,0
018,CORTISOL,6,18006,6,2,0,26,0,-8.084,0.026043334400683082,96.69,16.7517541324091,0,0,0,0,0
018,CORTISOL,8,18008,6,2,0,26,0,-7.452,0.09349983989753437,97.96,10.32408197859029,0,0,0,0,0
018,CORTISOL,9,18009,6,3,0,26,0,-5.428,0.30953143345074174,100.94,17.069516321574266,0,0,0,0,0
018,CORTISOL,10,18010,6,2,0,26,0,-7.238,0.11634112498665802,96.24,17.52615843737905,0,0,0,0,0
018,CORTISOL,12,18012,6,1,0,26,0,-7.442,0.09456718966805414,88.7,3.2433760591605,0,0,0,0,0
018,CORTISOL,13,18013,6,2,0,26,0,0.814,0.9757711602092005,80.78,20.037582202993,1,0,0,1,3
018,CORTISOL,17,18017,6,2,0,26,0,-7.145,0.12626747785249226,98.22,10.975623972991245,0,0,0,0,0
018,CORTISOL,18,18018,6,3,0,26,0,-5.302,0.32298004055929125,100.74,18.950160132727035,0,0,0,0,0
018,CORTISOL,20,18020,6,2,0,26,0,1.041,1.0,75.06,21.5202298835761,0,0,0,0,0
018,CORTISOL,23,18023,6,2,0,26,0,-5.368,0.3159355320738605,89.18,21.319845067688853,0,0,0,0,0
020,FELODIPINE,1,20001,6,1,0,25,0,5.026,1.0,79.73,7.67251952802346,1,0,0,1,3
020,FELODIPINE,15,20015,6,3,0,25,0,4.578,0.9637335060309238,88.26,26.21836351907683,0,0,0,0,0
020,FELODIPINE,18,20018,6,3,0,25,0,4.6,0.9655144499311908,88.23,26.46726906328256,0,0,0,0,0
020,FELODIPINE,23,20023,6,2,0,25,0,1.986,0.7539059337812678,98.61,24.331171315097052,0,0,0,0,0
020,FELODIPINE,24,20024,6,3,0,25,0,4.146,0.9287622439893143,97.85,28.628939032142966,0,0,0,0,0
020,FELODIPINE,25,20025,6,3,0,25,0,-3.745,0.28997004776167734,102.83,23.9593128539797,0,0,0,0,0
033,SENECIONINE,1,33001,6,1,0,24,0,3.516,1.0,76.45,19.963031771451,1,0,0,1,3
033,SENECIONINE,2,33002,6,1,0,24,0,-3.916,0.26972585241230224,95.64,11.0117726441963,0,0,0,0,0
033,SENECIONINE,5,33005,6,2,0,24,0,-6.661,0.0,97.54,20.664187627702148,0,0,0,0,0
033,SENECIONINE,7,33007,6,2,0,24,0,3.019,0.9511643902918345,90.19,25.608831139135603,0,0,0,0,0
033,SENECIONINE,8,33008,6,2,0,24,0,3.238,0.9726835020143461,75.89,26.2822257362579,1,0,0,1,3
033,SENECIONINE,10,33010,6,2,0,24,0,1.45,0.7969932200058956,82.92,20.3474401553205,0,0,0,0,0
033,SENECIONINE,16,33016,6,2,0,24,0,-1.527,0.5044708656775081,,12.98621867425635,0,0,0,0,0
033,SENECIONINE,20,33020,6,1,0,24,0,-2.602,0.3988405227473715,91.14,9.56142920250259,0,0,0,0,0
033,SENECIONINE,21,33021,6,3,0,24,0,-2.424,0.4163309423209198,,25.165983062401367,0,0,0,0,0
033,SENECIONINE,22,33022,6,3,0,24,0,-4.209,0.24093544266483247,102.18,21.0764961769257,0,0,0,0,0
033,SENECIONINE,24,33024,6,3,0,24,0,-5.019,0.16134420752677603,,17.882427817660968,0,0,0,0,0
034,TAXOL,1,34001,6,1,0,62,0,-4.766,0.12660083320475235,72.35,1.77406786776206,0,0,0,0,0
034,TAXOL,3,34003,6,1,0,62,0,0.592,0.5399629686776732,87.87,0.0,0,0,0,0,0
034,TAXOL,5,34005,6,1,0,62,0,0.568,0.5381114025613332,95.73,7.27803481628588,0,0,0,0,0
034,TAXOL,6,34006,6,2,0,62,0,1.697,0.6252121586174972,93.34,17.0114157036127,0,0,0,0,0
034,TAXOL,11,34011,6,1,0,62,0,-5.731,0.052152445610245346,92.32,0.0,0,0,0,0,0
034,TAXOL,12,34012,6,3,0,62,0,-4.649,0.1356272180219102,99.42,13.31263942953499,0,0,0,0,0
034,TAXOL,14,34014,6,2,0,62,0,-5.754,0.050378028082086135,96.03,11.122868713894679,0,0,0,0,0
034,TAXOL,17,34017,6,2,0,62,0,-6.407,0.0,93.91,3.2422803151143396,0,0,0,0,0
034,TAXOL,20,34020,6,1,0,62,0,1.781,0.6316926400246876,80.73,0.2720995845076,0,0,0,0,0
034,TAXOL,23,34023,6,3,0,62,0,-3.952,0.1893997839839531,96.09,23.647245021677104,0,0,0,0,0
034,TAXOL,26,34026,6,3,0,62,0,6.555,1.0,97.96,15.342365889223535,0,0,0,0,0
034,TAXOL,27,34027,6,3,0,62,0,6.555,1.0,96.05,11.51811454507993,0,0,0,0,0
034,TAXOL,28,34028,6,1,0,62,0,1.077,0.5773800339453788,74.76,3.66053626712984,0,0,0,0,0
034,TAXOL,37,34037,6,3,0,62,0,-2.601,0.29362752661626296,85.01,9.192916940654422,0,0,0,0,0
034,TAXOL,41,34041,6,3,0,62,0,-3.971,0.1879339608085172,97.65,31.514149618673738,0,0,0,0,0
034,TAXOL,43,34043,6,1,0,62,0,-1.771,0.35766085480635706,86.03,0.626754489546398,0,0,0,0,0
034,TAXOL,46,34046,6,1,0,62,0,-2.691,0.2866841536799877,85.22,5.15448103880207,0,0,0,0,0
039,adinazolam,12,39012,6,2,0,25,0,5.439,0.991148843930636,80.06,11.2928461003464,0,0,0,0,0
039,adinazolam,15,39015,6,2,0,25,0,5.537,1.0,76.08,27.868874688013598,0,0,0,0,0
039,adinazolam,23,39023,6,3,0,25,0,4.69,0.9235007225433528,94.55,23.4051368591894,1,0,0,1,3
039,adinazolam,24,39024,6,3,0,25,0,4.69,0.9235007225433528,93.66,23.315656613537698,1,0,0,1,3
043,alfentanil,6,43006,6,2,0,30,0,-3.508,0.31146231021930215,93.03,18.2986689392805,0,0,0,0,0
043,alfentanil,8,43008,6,2,0,30,0,-3.38,0.322826955518068,91.2,26.909452839432,0,0,0,0,0
043,alfentanil,9,43009,6,3,0,30,0,-4.93,0.18520820385332507,103.21,29.368139789169202,0,0,0,0,0
043,alfentanil,10,43010,6,2,0,30,0,4.247,1.0,88.94,14.143487371102651,1,0,0,1,3
043,alfentanil,12,43012,6,2,0,30,0,2.999,0.8891947083370328,89.37,12.538613109611049,0,0,0,0,0
043,alfentanil,13,43013,6,2,0,30,0,-7.016,0.0,98.82,10.40342042810446,0,0,0,0,0
043,alfentanil,15,43015,6,2,0,30,0,-7.016,0.0,97.46,10.39729777994466,0,0,0,0,0
043,alfentanil,16,43016,6,2,0,30,0,2.999,0.8891947083370328,86.97,12.4170029322779,0,0,0,0,0
043,alfentanil,17,43017,6,2,0,30,0,0.67,0.6824114356743319,93.2,5.382006710208135,0,0,0,0,0
043,alfentanil,20,43020,6,3,0,30,0,2.894,0.8798721477403889,96.36,30.7404008355217,0,0,0,0,0
043,alfentanil,23,43023,6,2,0,30,0,-2.62,0.39030453697949036,91.1,16.0633272666447,0,0,0,0,0
043,alfentanil,24,43024,6,3,0,30,0,-5.093,0.17073603835567788,101.5,28.630995545546934,0,0,0,0,0
051,amiodarone,10,51010,6,2,0,31,0,-2.725,0.24641099261689914,78.52,15.84760914942205,0,0,0,0,0
051,amiodarone,11,51011,6,2,0,31,0,-3.097,0.20826497128794097,96.49,16.7523592937768,0,0,0,0,0
051,amiodarone,12,51012,6,2,0,31,0,-3.146,0.20324036095159972,95.68,18.968727592075197,0,0,0,0,0
051,amiodarone,13,51013,6,3,0,31,0,-5.128,0.0,99.39,28.207344501220565,0,0,0,0,0
051,amiodarone,25,51025,6,2,0,31,0,1.008,0.6292042657916326,94.94,7.532625154948365,0,0,0,0,0
051,amiodarone,26,51026,6,2,0,31,0,4.624,1.0,77.16,9.177215481529096,0,0,0,0,0
051,amiodarone,28,51028,6,2,0,31,0,4.574,0.9948728465955703,86.41,15.866831465299502,1,0,0,1,3
051,amiodarone,29,51029,6,3,0,31,0,-4.852,0.028301886792452813,99.17,25.490727962505932,0,0,0,0,0
051,amiodarone,30,51030,6,2,0,31,0,4.574,0.9948728465955703,86.44,15.97758398205795,1,0,0,1,3
051,amiodarone,31,51031,6,3,0,31,0,-4.852,0.028301886792452813,99.65,25.636434797548432,0,0,0,0,0
061,azelastine,12,61012,6,2,0,27,0,-2.778,0.21369832150501297,78.23,17.646768918299202,0,0,0,0,0
061,azelastine,20,61020,6,1,0,27,0,-3.519,0.13022417483384024,90.16,8.34872968867579,0,0,0,0,0
061,azelastine,21,61021,6,2,0,27,0,-3.394,0.14430550861777625,96.27,16.21883332686495,0,0,0,0,0
061,azelastine,22,61022,6,2,0,27,0,2.703,0.8311366452630394,91.14,15.2857378424717,0,0,0,0,0
061,azelastine,24,61024,6,2,0,27,0,2.697,0.8304607412414104,90.15,17.32198549547775,0,0,0,0,0
061,azelastine,25,61025,6,2,0,27,0,-3.441,0.13901092711501636,97.48,22.15849466181095,0,0,0,0,0
061,azelastine,26,61026,6,2,0,27,0,-3.314,0.15331756223949533,96.2,16.34041973122695,0,0,0,0,0
061,azelastine,27,61027,6,3,0,27,0,4.202,1.0,92.32,26.846335379187703,1,0,0,1,3
063,beta_arteether,1,63001,6,3,0,23,0,-4.073,0.38619782322688667,102.64,30.850995083560267,0,0,0,0,0
063,beta_arteether,2,63002,6,2,0,23,0,1.059,1.0,95.62,21.3688915887541,1,0,0,1,3
063,beta_arteether,4,63004,6,1,0,23,0,-1.635,0.677789738069609,95.02,15.4192593447219,0,0,0,0,0
063,beta_arteether,6,63006,6,1,0,23,0,-5.325,0.2364549695012558,91.43,15.9849279337219,0,0,0,0,0
063,beta_arteether,7,63007,6,1,0,23,0,-5.151,0.2572658772874058,83.73,5.54951012449757,0,0,0,0,0
063,beta_arteether,8,63008,6,3,0,23,0,-4.278,0.3616792249730894,99.58,16.553068992205922,0,0,0,0,0
063,beta_arteether,9,63009,6,1,0,23,0,-0.641,0.7966750388709485,77.75,0.0,0,0,0,0,0
063,beta_arteether,11,63011,6,2,0,23,0,-7.124,0.021289319459394804,98.99,17.8630012218536,0,0,0,0,0
063,beta_arteether,13,63013,6,1,0,23,0,-5.754,0.18514531754574814,95.21,7.57911464577236,0,0,0,0,0
063,beta_arteether,15,63015,6,2,0,23,0,-7.302,0.0,96.76,21.17099309724545,0,0,0,0,0
063,beta_arteether,16,63016,6,1,0,23,0,-7.076,0.027030259538332737,93.49,10.2044054980769,0,0,0,0,0
063,beta_arteether,18,63018,6,3,0,23,0,-5.081,0.2656380815691902,100.61,24.0571000410544,0,0,0,0,0
063,beta_arteether,19,63019,6,2,0,23,0,-2.694,0.551130247578041,93.58,12.394158513461349,0,0,0,0,0
063,beta_arteether,21,63021,6,2,0,23,0,-1.376,0.7087668939122116,97.05,22.4528817279114,0,0,0,0,0
063,beta_arteether,22,63022,6,2,0,23,0,-2.4,0.5862935055615357,94.76,21.9867696834661,0,0,0,0,0
063,beta_arteether,23,63023,6,3,0,23,0,-3.174,0.49372084678866174,102.99,23.980856448337402,0,0,0,0,0
073,buprenorphine,10,73010,6,2,0,34,0,5.097,0.9519420671494404,83.54,17.76262407640535,0,0,0,0,0
073,buprenorphine,11,73011,6,1,0,34,0,2.63,0.7714870894594398,97.18,9.98329300592857,0,0,0,0,0
073,buprenorphine,13,73013,6,1,0,34,0,0.043,0.5822544071391997,97.72,7.73637070799545,0,0,0,0,0
073,buprenorphine,15,73015,6,2,0,34,0,-7.917,0.0,94.65,0.6528284509907576,0,0,0,0,0
073,buprenorphine,16,73016,6,1,0,34,0,-7.194,0.05288567039719113,83.74,0.535161827981542,0,0,0,0,0
073,buprenorphine,19,73019,6,3,0,34,0,-5.476,0.17855314168678224,100.64,13.470264234575774,0,0,0,0,0
073,buprenorphine,21,73021,6,3,0,34,0,2.006,0.7258430253821959,100.95,21.0052494677459,0,0,0,0,0
073,buprenorphine,22,73022,6,3,0,34,0,2.006,0.7258430253821959,98.59,14.819405132742814,0,0,0,0,0
073,buprenorphine,23,73023,6,3,0,34,0,2.006,0.7258430253821959,98.92,15.67733844771459,0,0,0,0,0
073,buprenorphine,24,73024,6,2,0,34,0,-7.091,0.06041986687147975,94.02,9.927108730057686,0,0,0,0,0
073,buprenorphine,26,73026,6,3,0,34,0,2.865,0.7886767610269915,96.54,20.551327123295167,0,0,0,0,0
073,buprenorphine,27,73027,6,2,0,34,0,-7.759,0.011557311096481565,94.88,10.412229187377473,0,0,0,0,0
073,buprenorphine,28,73028,6,2,0,34,0,-7.657,0.019018360032184902,97.46,14.784636308246135,0,0,0,0,0
073,buprenorphine,30,73030,6,2,0,34,0,2.599,0.7692195157632946,89.03,13.67595836615795,0,0,0,0,0
073,buprenorphine,31,73031,6,2,0,34,0,4.152,0.8828176431863067,86.74,4.950273389888005,1,0,0,1,3
073,buprenorphine,32,73032,6,1,0,34,0,-3.751,0.3047326457464707,104.8,20.8453561622574,0,0,0,0,0
073,buprenorphine,33,73033,6,2,0,34,0,-3.148,0.3488406115134226,106.51,29.4250664836311,0,0,0,0,0
073,buprenorphine,34,73034,6,2,0,34,0,-3.148,0.3488406115134226,107.83,29.99088736427835,0,0,0,0,0
085,citalopram,9,85009,6,2,0,24,0,1.79,0.7791318199920351,80.22,25.454361050558752,0,0,0,0,0
085,citalopram,12,85012,6,2,0,24,0,-2.189,0.4622062923138192,97.61,11.75619424197205,0,0,0,0,0
085,citalopram,19,85019,6,2,0,24,0,-2.87,0.40796495420151335,97.42,8.613226579122706,0,0,0,0,0
085,citalopram,20,85020,6,2,0,24,0,4.323,0.9808841099163681,91.18,12.7680391514217,0,0,0,0,0
085,citalopram,22,85022,6,3,0,24,0,4.563,1.0,92.67,24.9188746202139,1,0,0,1,3
085,citalopram,23,85023,6,3,0,24,0,4.563,1.0,92.9,24.79640462502073,1,0,0,1,3
089,clozapine,17,89017,6,2,0,23,0,-5.324,0.2218889339278476,92.77,15.101550647273601,0,0,0,0,0
089,clozapine,18,89018,6,2,0,23,0,3.296,0.9207134171057964,91.89,19.66356698279465,0,0,0,0,0
089,clozapine,20,89020,6,2,0,23,0,3.296,0.9207134171057964,91.53,20.276793245900798,0,0,0,0,0
089,clozapine,21,89021,6,2,0,23,0,-5.324,0.2218889339278476,90.75,19.51871409428375,0,0,0,0,0
089,clozapine,22,89022,6,3,0,23,0,4.274,1.0,93.0,27.356294968752366,1,0,0,1,3
091,codeine,8,91008,6,1,0,22,0,-0.906,0.5469195156695158,83.17,6.67267921168241,0,0,0,0,0
091,codeine,9,91009,6,1,0,22,0,2.882,0.884170227920228,96.42,13.6242486165767,0,0,0,0,0
091,codeine,10,91010,6,2,0,22,0,-4.891,0.19212962962962968,83.39,20.0426688993102,0,0,0,0,0
091,codeine,11,91011,6,1,0,22,0,1.137,0.7288105413105413,98.23,17.7874749464101,0,0,0,0,0
091,codeine,12,91012,6,1,0,22,0,-0.187,0.6109330484330485,72.95,22.4151201729008,0,0,0,0,0
091,codeine,19,91019,6,2,0,22,0,-7.049,0.0,98.9,17.345307422855,0,0,0,0,0
091,codeine,20,91020,6,2,0,22,0,2.722,0.8699252136752138,89.56,19.3016654060788,0,0,0,0,0
091,codeine,21,91021,6,3,0,22,0,4.183,1.0,91.13,25.302740908080665,1,0,0,1,3
091,codeine,22,91022,6,3,0,22,0,3.374,0.9279736467236468,96.7,32.58323202214937,0,0,0,0,0
092,colchicine,8,92008,6,3,0,29,0,3.374,0.9010838562464346,97.2,32.269204697576264,1,0,0,1,3
092,colchicine,10,92010,6,3,0,29,0,3.374,0.9010838562464346,97.98,26.229176277985502,0,0,0,0,0
092,colchicine,12,92012,6,3,0,29,0,3.374,0.9010838562464346,97.24,17.470572842100093,0,0,0,0,0
092,colchicine,13,92013,6,2,0,29,0,2.773,0.8325156873930405,88.99,21.293734058771598,0,0,0,0,0
092,colchicine,14,92014,6,2,0,29,0,-3.405,0.12766685681688536,97.34,20.578289296049952,0,0,0,0,0
092,colchicine,15,92015,6,1,0,29,0,-1.914,0.2977752424415288,84.64,5.3610453068968,0,0,0,0,0
092,colchicine,25,92025,6,3,0,29,0,3.374,0.9010838562464346,96.71,32.84570591293923,0,0,0,0,0
092,colchicine,28,92028,6,3,0,29,0,-4.524,0.0,97.37,29.946271761571495,0,0,0,0,0
107,dexamethasone,1,107001,6,3,0,28,0,-5.443,0.2839519302350314,100.05,11.657384194947042,0,0,0,0,0
107,dexamethasone,3,107003,6,1,0,28,0,-7.842,0.028820589173667973,87.23,2.38144558399257,0,0,0,0,0
107,dexamethasone,5,107005,6,2,0,28,0,-7.274,0.08922684249707537,97.89,9.936348539136764,0,0,0,0,0
107,dexamethasone,6,107006,6,1,0,28,0,-7.649,0.04934595341912151,96.59,2.26388168272692,0,0,0,0,0
107,dexamethasone,7,107007,6,2,0,28,0,-8.113,0.0,96.69,13.4412620529741,0,0,0,0,0
107,dexamethasone,10,107010,6,1,0,28,0,-7.239,0.09294905881101774,91.36,7.58392460692186,0,0,0,0,0
107,dexamethasone,11,107011,6,1,0,28,0,-6.999,0.11847282782090822,90.23,13.1989505644558,0,0,0,0,0
107,dexamethasone,13,107013,6,2,0,28,0,-7.332,0.08305859831968519,97.8,15.28765325170685,0,0,0,0,0
107,dexamethasone,14,107014,6,2,0,28,0,1.033,0.972668297351909,75.33,19.393357507874,0,0,0,0,0
107,dexamethasone,16,107016,6,3,0,28,0,-5.354,0.2934169945761991,99.12,25.055211984143867,0,0,0,0,0
107,dexamethasone,20,107020,6,2,0,28,0,1.29,1.0,82.62,20.56665802601585,1,0,0,1,3
107,dexamethasone,22,107022,6,3,0,28,0,-4.302,0.4052961820695523,99.77,17.795674267667835,0,0,0,0,0
109,dextromethorphan,8,109008,6,2,0,20,0,-8.027,0.005238977996292519,97.17,15.495176188680048,0,0,0,0,0
109,dextromethorphan,9,109009,6,2,0,20,0,-7.963,0.010397356331103445,98.09,21.57693471254165,0,0,0,0,0
109,dextromethorphan,10,109010,6,2,0,20,0,-7.984,0.008704763439993596,98.02,27.9804396830502,0,0,0,0,0
109,dextromethorphan,11,109011,6,2,0,20,0,-8.092,0.0,97.25,16.6587664773705,0,0,0,0,0
109,dextromethorphan,12,109012,6,1,0,20,0,-7.988,0.008382364794067872,97.31,3.66519625303688,0,0,0,0,0
109,dextromethorphan,13,109013,6,1,0,20,0,2.616,0.8630611751430645,96.04,11.967969072616,0,0,0,0,0
109,dextromethorphan,14,109014,6,2,0,20,0,-4.375,0.2995889417264448,83.08,19.023665687451498,0,0,0,0,0
109,dextromethorphan,16,109016,6,2,0,20,0,-8.055,0.0029821874748126712,98.46,16.052064893209298,0,0,0,0,0
109,dextromethorphan,17,109017,6,2,0,20,0,2.576,0.8598371886838077,89.35,18.77458882740435,0,0,0,0,0
109,dextromethorphan,18,109018,6,3,0,20,0,4.141,0.9859756589022326,90.78,25.283347228201265,1,0,0,1,3
109,dextromethorphan,20,109020,6,3,0,20,0,3.374,0.9241557185459822,96.62,31.253014249718632,0,0,0,0,0
112,diazepam,10,112010,6,3,0,20,0,2.875,1.0,93.82,26.545859461059,0,0,0,0,0
112,diazepam,13,112013,6,2,0,20,0,-0.348,0.722871883061049,79.07,26.98511505013785,1,0,0,1,3
116,diltiazem,9,116009,6,1,0,29,0,0.299,0.6421880227500837,92.21,5.83923145440409,0,0,0,0,0
116,diltiazem,10,116010,6,1,0,29,0,0.771,0.6816661090665775,82.52,10.8891993783845,0,0,0,0,0
116,diltiazem,12,116012,6,2,0,29,0,0.772,0.6817497490799599,94.75,12.0224858229512,0,0,0,0,0
116,diltiazem,13,116013,6,2,0,29,0,4.416,0.9865339578454333,89.92,8.70596254468116,0,0,0,0,0
116,diltiazem,15,116015,6,3,0,29,0,4.577,1.0,92.45,24.2614809842308,1,0,0,1,3
116,diltiazem,16,116016,6,3,0,29,0,4.577,1.0,92.66,24.1932588582476,1,0,0,1,3
116,diltiazem,20,116020,6,3,0,29,0,-3.98,0.28429240548678486,97.37,26.895267732845667,0,0,0,0,0
116,diltiazem,29,116029,6,3,0,29,0,3.374,0.8993810639009703,96.91,32.54642273555123,0,0,0,0,0
118,docetaxel,2,118002,6,1,0,58,0,-5.029,0.10755836351028585,90.15,0.0,0,0,0,0,0
118,docetaxel,3,118003,6,1,0,58,0,0.48,0.5320132521765929,91.12,9.88757706756859,0,0,0,0,0
118,docetaxel,4,118004,6,2,0,58,0,1.638,0.621234301564065,94.51,6.355039431120005,0,0,0,0,0
118,docetaxel,6,118006,6,1,0,58,0,0.484,0.5323214423299176,92.75,0.0,0,0,0,0,0
118,docetaxel,9,118009,6,2,0,58,0,-5.879,0.0420679559288081,96.75,19.6726242219749,0,0,0,0,0
118,docetaxel,13,118013,6,1,0,58,0,-5.995,0.03313044148239462,89.53,1.43744002706487,0,0,0,0,0
118,docetaxel,15,118015,6,3,0,58,0,-4.913,0.11649587795669926,101.03,11.232642952136546,0,0,0,0,0
118,docetaxel,16,118016,6,3,0,58,0,-3.963,0.1896910393712921,97.68,7.733903884039233,0,0,0,0,0
118,docetaxel,19,118019,6,2,0,58,0,-6.425,0.0,93.81,4.31462313911526,0,0,0,0,0
118,docetaxel,23,118023,6,1,0,58,0,-0.905,0.42530241158794974,75.47,2.07887267005032,0,0,0,0,0
118,docetaxel,26,118026,6,3,0,58,0,6.554,1.0,99.24,17.599057490310468,0,0,0,0,0
118,docetaxel,27,118027,6,3,0,58,0,6.554,1.0,96.01,12.72064330304336,0,0,0,0,0
118,docetaxel,28,118028,6,1,0,58,0,1.099,0.579705678403575,73.66,2.59673731983499,0,0,0,0,0
118,docetaxel,36,118036,6,3,0,58,0,-2.602,0.2945527390399877,84.93,9.20943226659985,0,0,0,0,0
118,docetaxel,40,118040,6,1,0,58,0,-1.615,0.37059865937283304,83.49,5.77853156790068,0,0,0,0,0
118,docetaxel,43,118043,6,1,0,58,0,-2.246,0.32198166268587725,84.53,5.41650497376741,0,0,0,0,0
118,docetaxel,56,118056,6,3,0,58,0,-3.596,0.21796748593882426,103.7,20.962979828399334,1,0,0,1,3
118,docetaxel,57,118057,6,3,0,58,0,-3.596,0.21796748593882426,103.7,21.371259142561968,1,0,0,1,3
118,docetaxel,58,118058,6,3,0,58,0,-3.596,0.21796748593882426,103.7,22.00355627830437,1,0,0,1,3
123,ebastine,7,123007,6,1,0,34,0,0.007,0.5970425138632162,75.64,3.02422786969547,0,0,0,0,0
123,ebastine,15,123015,6,1,0,34,0,-4.771,0.17648094357891028,94.14,8.07718989142544,0,0,0,0,0
123,ebastine,16,123016,6,2,0,34,0,-6.776,0.0,99.14,15.32889304088805,0,0,0,0,0
123,ebastine,17,123017,6,2,0,34,0,3.168,0.8752750638148049,89.19,15.19980535809565,0,0,0,0,0
123,ebastine,19,123019,6,2,0,34,0,3.168,0.8752750638148049,88.93,15.22304879836425,0,0,0,0,0
