zaretzki_index,molecule_title,sasa_hydrogen_maestro,som,sasa_rank
18,CORTISOL,17.52615843737905,0,9.0
18,CORTISOL,3.2433760591605,0,2.0
18,CORTISOL,20.037582202993,1,12.0
18,CORTISOL,10.975623972991244,0,6.0
18,CORTISOL,18.950160132727035,0,11.0
18,CORTISOL,21.5202298835761,0,14.0
18,CORTISOL,21.319845067688853,0,13.0
20,FELODIPINE,7.67251952802346,1,1.0
20,FELODIPINE,26.21836351907683,0,4.0
20,FELODIPINE,26.46726906328256,0,5.0
20,FELODIPINE,24.33117131509705,0,3.0
20,FELODIPINE,28.628939032142966,0,6.0
20,FELODIPINE,23.9593128539797,0,2.0
33,SENECIONINE,19.963031771451,1,5.0
33,SENECIONINE,11.0117726441963,0,2.0
33,SENECIONINE,20.664187627702148,0,7.0
33,SENECIONINE,25.608831139135603,0,10.0
33,SENECIONINE,26.2822257362579,1,11.0
33,SENECIONINE,20.3474401553205,0,6.0
33,SENECIONINE,12.98621867425635,0,3.0
33,SENECIONINE,9.56142920250259,0,1.0
33,SENECIONINE,25.165983062401367,0,9.0
33,SENECIONINE,21.0764961769257,0,8.0
33,SENECIONINE,17.882427817660968,0,4.0
34,TAXOL,1.77406786776206,0,5.0
34,TAXOL,0.0,0,1.5
34,TAXOL,7.27803481628588,0,9.0
34,TAXOL,17.0114157036127,0,15.0
34,TAXOL,0.0,0,1.5
34,TAXOL,13.31263942953499,0,13.0
34,TAXOL,11.12286871389468,0,11.0
34,TAXOL,3.24228031511434,0,6.0
34,TAXOL,0.2720995845076,0,3.0
34,TAXOL,23.647245021677104,0,16.0
34,TAXOL,15.342365889223537,0,14.0
34,TAXOL,11.51811454507993,0,12.0
34,TAXOL,3.66053626712984,0,7.0
34,TAXOL,9.192916940654422,0,10.0
34,TAXOL,31.514149618673738,0,17.0
34,TAXOL,0.626754489546398,0,4.0
34,TAXOL,5.15448103880207,0,8.0
39,adinazolam,11.2928461003464,0,1.0
39,adinazolam,27.8688746880136,0,4.0
39,adinazolam,23.4051368591894,1,3.0
39,adinazolam,23.315656613537698,1,2.0
43,alfentanil,18.2986689392805,0,8.0
43,alfentanil,26.909452839432,0,9.0
43,alfentanil,29.3681397891692,0,11.0
43,alfentanil,14.143487371102651,1,6.0
43,alfentanil,12.538613109611047,0,5.0
43,alfentanil,10.40342042810446,0,3.0
43,alfentanil,10.39729777994466,0,2.0
43,alfentanil,12.4170029322779,0,4.0
43,alfentanil,5.382006710208135,0,1.0
43,alfentanil,30.7404008355217,0,12.0
43,alfentanil,16.0633272666447,0,7.0
43,alfentanil,28.63099554554693,0,10.0
51,amiodarone,15.84760914942205,0,3.0
51,amiodarone,16.7523592937768,0,6.0
51,amiodarone,18.9687275920752,0,7.0
51,amiodarone,28.207344501220565,0,10.0
51,amiodarone,7.532625154948365,0,1.0
51,amiodarone,9.177215481529096,0,2.0
51,amiodarone,15.866831465299502,1,4.0
51,amiodarone,25.49072796250593,0,8.0
51,amiodarone,15.97758398205795,1,5.0
51,amiodarone,25.636434797548432,0,9.0
61,azelastine,17.646768918299202,0,6.0
61,azelastine,8.34872968867579,0,1.0
61,azelastine,16.21883332686495,0,3.0
61,azelastine,15.2857378424717,0,2.0
61,azelastine,17.32198549547775,0,5.0
61,azelastine,22.15849466181095,0,7.0
61,azelastine,16.34041973122695,0,4.0
61,azelastine,26.846335379187703,1,8.0
63,beta_arteether,30.850995083560267,0,16.0
63,beta_arteether,21.3688915887541,1,11.0
63,beta_arteether,15.4192593447219,0,6.0
63,beta_arteether,15.9849279337219,0,7.0
63,beta_arteether,5.54951012449757,0,2.0
63,beta_arteether,16.553068992205922,0,8.0
63,beta_arteether,0.0,0,1.0
63,beta_arteether,17.8630012218536,0,9.0
63,beta_arteether,7.57911464577236,0,3.0
63,beta_arteether,21.17099309724545,0,10.0
63,beta_arteether,10.2044054980769,0,4.0
63,beta_arteether,24.0571000410544,0,15.0
63,beta_arteether,12.394158513461347,0,5.0
63,beta_arteether,22.4528817279114,0,13.0
63,beta_arteether,21.9867696834661,0,12.0
63,beta_arteether,23.9808564483374,0,14.0
73,buprenorphine,17.76262407640535,0,13.0
73,buprenorphine,9.98329300592857,0,6.0
73,buprenorphine,7.73637070799545,0,4.0
73,buprenorphine,0.6528284509907576,0,2.0
73,buprenorphine,0.535161827981542,0,1.0
73,buprenorphine,13.470264234575774,0,8.0
73,buprenorphine,21.0052494677459,0,16.0
73,buprenorphine,14.819405132742814,0,11.0
73,buprenorphine,15.67733844771459,0,12.0
73,buprenorphine,9.927108730057686,0,5.0
73,buprenorphine,20.551327123295167,0,14.0
73,buprenorphine,10.412229187377472,0,7.0
73,buprenorphine,14.784636308246135,0,10.0
73,buprenorphine,13.67595836615795,0,9.0
73,buprenorphine,4.950273389888005,1,3.0
73,buprenorphine,20.8453561622574,0,15.0
73,buprenorphine,29.4250664836311,0,17.0
73,buprenorphine,29.99088736427835,0,18.0
85,citalopram,25.454361050558752,0,6.0
85,citalopram,11.75619424197205,0,2.0
85,citalopram,8.613226579122706,0,1.0
85,citalopram,12.7680391514217,0,3.0
85,citalopram,24.9188746202139,1,5.0
85,citalopram,24.79640462502073,1,4.0
89,clozapine,15.1015506472736,0,1.0
89,clozapine,19.66356698279465,0,3.0
89,clozapine,20.2767932459008,0,4.0
89,clozapine,19.51871409428375,0,2.0
89,clozapine,27.35629496875237,1,5.0
91,codeine,6.67267921168241,0,1.0
91,codeine,13.6242486165767,0,2.0
91,codeine,20.0426688993102,0,6.0
91,codeine,17.7874749464101,0,4.0
91,codeine,22.4151201729008,0,7.0
91,codeine,17.345307422855,0,3.0
91,codeine,19.3016654060788,0,5.0
91,codeine,25.302740908080665,1,8.0
91,codeine,32.58323202214937,0,9.0
92,colchicine,32.269204697576264,1,7.0
92,colchicine,26.229176277985506,0,5.0
92,colchicine,17.470572842100093,0,2.0
92,colchicine,21.2937340587716,0,4.0
92,colchicine,20.578289296049952,0,3.0
92,colchicine,5.3610453068968,0,1.0
92,colchicine,32.84570591293923,0,8.0
92,colchicine,29.94627176157149,0,6.0
107,dexamethasone,11.657384194947042,0,5.0
107,dexamethasone,2.38144558399257,0,2.0
107,dexamethasone,9.936348539136764,0,4.0
107,dexamethasone,2.26388168272692,0,1.0
107,dexamethasone,13.4412620529741,0,7.0
107,dexamethasone,7.58392460692186,0,3.0
107,dexamethasone,13.1989505644558,0,6.0
107,dexamethasone,15.28765325170685,0,8.0
107,dexamethasone,19.393357507874,0,10.0
107,dexamethasone,25.055211984143867,0,12.0
107,dexamethasone,20.56665802601585,1,11.0
107,dexamethasone,17.795674267667835,0,9.0
109,dextromethorphan,15.495176188680048,0,3.0
109,dextromethorphan,21.57693471254165,0,8.0
109,dextromethorphan,27.9804396830502,0,10.0
109,dextromethorphan,16.6587664773705,0,5.0
109,dextromethorphan,3.66519625303688,0,1.0
109,dextromethorphan,11.967969072616,0,2.0
109,dextromethorphan,19.023665687451498,0,7.0
109,dextromethorphan,16.052064893209298,0,4.0
109,dextromethorphan,18.77458882740435,0,6.0
109,dextromethorphan,25.283347228201265,1,9.0
109,dextromethorphan,31.253014249718632,0,11.0
112,diazepam,26.545859461059,0,1.0
112,diazepam,26.98511505013785,1,2.0
116,diltiazem,5.83923145440409,0,1.0
116,diltiazem,10.8891993783845,0,3.0
116,diltiazem,12.0224858229512,0,4.0
116,diltiazem,8.70596254468116,0,2.0
116,diltiazem,24.2614809842308,1,6.0
116,diltiazem,24.1932588582476,1,5.0
116,diltiazem,26.895267732845667,0,7.0
116,diltiazem,32.54642273555123,0,8.0
118,docetaxel,0.0,0,1.5
118,docetaxel,9.88757706756859,0,12.0
118,docetaxel,6.355039431120005,0,9.0
118,docetaxel,0.0,0,1.5
118,docetaxel,19.6726242219749,0,16.0
118,docetaxel,1.43744002706487,0,3.0
118,docetaxel,11.232642952136546,0,13.0
118,docetaxel,7.733903884039233,0,10.0
118,docetaxel,4.31462313911526,0,6.0
118,docetaxel,2.07887267005032,0,4.0
118,docetaxel,17.599057490310468,0,15.0
118,docetaxel,12.72064330304336,0,14.0
118,docetaxel,2.59673731983499,0,5.0
118,docetaxel,9.20943226659985,0,11.0
118,docetaxel,5.77853156790068,0,8.0
118,docetaxel,5.41650497376741,0,7.0
118,docetaxel,20.96297982839933,1,17.0
118,docetaxel,21.371259142561968,1,18.0
118,docetaxel,22.00355627830437,1,19.0
123,ebastine,3.02422786969547,0,1.0
123,ebastine,8.07718989142544,0,2.0
123,ebastine,15.32889304088805,0,5.0
123,ebastine,15.19980535809565,0,3.0
123,ebastine,15.22304879836425,0,4.0
123,ebastine,15.74846239812955,0,6.0
123,ebastine,16.129439485244752,1,8.0
123,ebastine,15.7601820686838,0,7.0
123,ebastine,22.9698406880345,0,11.0
123,ebastine,22.21128812727507,0,9.0
123,ebastine,22.64806699566473,0,10.0
130,erythromycin,8.043547087653925,0,16.0
130,erythromycin,8.0944561235854,0,17.0
130,erythromycin,0.609839302620531,0,4.0
130,erythromycin,9.458501163797784,0,18.0
130,erythromycin,3.95629600364846,0,12.0
130,erythromycin,0.0,0,1.0
130,erythromycin,3.21111605812742,0,9.0
130,erythromycin,1.36378713167821,0,6.0
130,erythromycin,0.198843367367604,0,3.0
130,erythromycin,5.20399594270113,0,13.0
130,erythromycin,7.01270026166305,0,14.0
130,erythromycin,11.267564844924356,0,21.0
130,erythromycin,2.77310199117263,0,8.0
130,erythromycin,16.291985469435,0,27.0
130,erythromycin,12.339903757427388,0,23.0
130,erythromycin,7.557985698618229,0,15.0
130,erythromycin,14.456513210745236,0,26.0
130,erythromycin,13.554809094363684,0,25.0
130,erythromycin,12.374036212232353,0,24.0
130,erythromycin,12.00215985849623,0,22.0
130,erythromycin,20.139571160475267,0,30.0
130,erythromycin,10.7853776097849,0,20.0
130,erythromycin,1.11358443616908,0,5.0
130,erythromycin,16.556560326064414,0,28.0
130,erythromycin,22.708330963331434,0,34.0
130,erythromycin,19.4563945653521,0,29.0
130,erythromycin,0.0074720083155873,0,2.0
130,erythromycin,3.35142255824067,0,10.0
130,erythromycin,3.50467511075406,0,11.0
130,erythromycin,2.35172412120788,0,7.0
130,erythromycin,10.08085713174216,0,19.0
130,erythromycin,20.497430524994787,0,31.0
130,erythromycin,21.269844832702034,1,33.0
130,erythromycin,21.19011406027877,1,32.0
137,etoposide,11.1925645418424,0,6.0
137,etoposide,14.9321832949579,0,8.0
137,etoposide,0.76723713865125,0,1.0
137,etoposide,9.99742924478416,0,5.0
137,etoposide,16.375027892998098,0,11.0
137,etoposide,3.51719752729135,0,3.0
137,etoposide,37.57496155921661,0,16.0
137,etoposide,24.5866144178249,1,12.0
137,etoposide,24.6282596617135,1,13.0
137,etoposide,15.9872185604485,0,9.0
137,etoposide,8.13215348544369,0,4.0
137,etoposide,16.1297886053877,0,10.0
137,etoposide,2.41458443400258,0,2.0
137,etoposide,12.648187095231853,0,7.0
137,etoposide,29.6913381424299,0,15.0
137,etoposide,27.22381597698627,0,14.0
142,fentanyl,18.9002877227064,0,8.0
142,fentanyl,15.70920305628955,1,6.0
142,fentanyl,15.5691020542557,0,4.0
142,fentanyl,12.023959397521171,0,2.0
142,fentanyl,4.98468253921088,0,1.0
142,fentanyl,12.162323043104696,0,3.0
142,fentanyl,15.57870678013795,0,5.0
142,fentanyl,16.6315521847722,0,7.0
142,fentanyl,30.0253782830507,0,9.0
158,halofantrine,11.0428638954769,0,5.0
158,halofantrine,8.304946578310934,0,2.0
158,halofantrine,7.19028700155581,0,1.0
158,halofantrine,9.58496899899388,1,3.0
158,halofantrine,11.96028098693805,0,6.0
158,halofantrine,22.806620237952306,0,9.0
158,halofantrine,27.99070679127513,0,11.0
158,halofantrine,9.791238925917185,1,4.0
158,halofantrine,12.20527791988945,0,7.0
158,halofantrine,22.7251196908756,0,8.0
158,halofantrine,27.6312445131579,0,10.0
159,haloperidol,14.239589899566749,0,3.0
159,haloperidol,17.40211016908415,0,6.0
159,haloperidol,17.458214095507152,0,7.0
159,haloperidol,13.7817994504124,0,2.0
159,haloperidol,13.43338562229,1,1.0
159,haloperidol,15.4120693644047,0,4.0
159,haloperidol,17.0672144728127,0,5.0
163,iloperidone,11.5190622925994,0,1.0
163,iloperidone,19.6877196494604,0,8.0
163,iloperidone,15.15854580674775,0,4.0
163,iloperidone,14.883257004032249,0,3.0
163,iloperidone,19.63528242306535,0,7.0
163,iloperidone,14.40521051798625,0,2.0
163,iloperidone,18.19441760997805,0,6.0
163,iloperidone,17.77128164442195,0,5.0
163,iloperidone,30.1507488139515,1,10.0
163,iloperidone,29.424922328597365,0,9.0
167,indinavir,16.2457520895576,0,10.0
167,indinavir,23.7021397434103,0,15.0
167,indinavir,24.63204741313675,0,16.0
167,indinavir,1.89250484678694,0,1.0
167,indinavir,14.47905860944235,0,9.0
167,indinavir,6.462282225320015,0,4.0
167,indinavir,3.93541949128557,0,2.0
167,indinavir,5.739958631577855,0,3.0
167,indinavir,8.81706544622961,0,5.0
167,indinavir,9.82661867601023,0,7.0
167,indinavir,9.386044645131346,0,6.0
167,indinavir,13.46557544820455,0,8.0
167,indinavir,17.247162213063,1,12.0
167,indinavir,19.02699349942537,0,13.0
167,indinavir,16.678753753410735,0,11.0
167,indinavir,19.0422798043781,0,14.0
178,laam,1.91774331704307,0,3.0
178,laam,0.917324565522281,0,1.0
178,laam,1.45190823563087,0,2.0
178,laam,10.296172515042116,0,4.0
178,laam,17.914081400892233,0,5.0
178,laam,19.684048457094203,1,7.0
178,laam,19.665025057111432,1,6.0
178,laam,23.697425874245635,0,8.0
178,laam,27.8866228810855,0,9.0
182,lilopristone,28.100745085551136,1,13.0
182,lilopristone,28.10005024243163,1,12.0
182,lilopristone,4.4080178530025,0,3.0
182,lilopristone,3.49049614522925,0,2.0
182,lilopristone,0.732452361463899,0,1.0
182,lilopristone,4.993639526755009,0,4.0
182,lilopristone,21.31520702739615,0,9.0
182,lilopristone,17.4797455147541,0,8.0
182,lilopristone,14.56373823873535,0,6.0
182,lilopristone,27.441428497434,0,11.0
182,lilopristone,21.3479671412374,0,10.0
182,lilopristone,16.50517370178345,0,7.0
182,lilopristone,10.767935863498428,0,5.0
182,lilopristone,31.2478223053354,0,14.0
187,loratadine,19.8430288497154,1,5.0
187,loratadine,20.7163912246666,1,6.0
187,loratadine,13.6212718892936,1,2.0
187,loratadine,18.67009140262045,0,4.0
187,loratadine,18.0142098714492,0,3.0
187,loratadine,12.840772596501,1,1.0
187,loratadine,28.46384523987635,0,7.0
187,loratadine,31.97029777833653,0,8.0
189,lovastatin,12.946676159302363,0,9.0
189,lovastatin,22.1077689641866,1,15.0
189,lovastatin,7.98882342815681,0,5.0
189,lovastatin,5.37702766049723,0,3.0
189,lovastatin,11.63354123605,0,8.0
189,lovastatin,3.04858465627161,0,2.0
189,lovastatin,25.74595349528887,0,18.0
189,lovastatin,20.487442120731668,0,13.0
189,lovastatin,2.1249585306983167,0,1.0
189,lovastatin,9.69421448554779,0,7.0
189,lovastatin,7.90011454239617,0,4.0
189,lovastatin,14.962592736509102,0,10.0
189,lovastatin,24.3100905692627,0,17.0
189,lovastatin,23.9516498375997,0,16.0
189,lovastatin,9.63162457114685,0,6.0
189,lovastatin,16.470907202609,0,11.0
189,lovastatin,18.72142620227524,0,12.0
189,lovastatin,21.986919042861032,0,14.0
200,midazolam,25.53614681456213,1,1.0
200,midazolam,26.699685362332453,0,2.0
212,nifedipine,7.71722202737047,1,1.0
212,nifedipine,25.556536937674636,0,3.0
212,nifedipine,25.55321540221373,0,2.0
212,nifedipine,29.01345794780977,0,4.0
212,nifedipine,29.0361868803894,0,5.0
219,onapristone,27.500345405582504,1,16.0
219,onapristone,27.4840476816298,1,15.0
219,onapristone,5.41958455026879,0,2.0
219,onapristone,6.35245209127823,0,3.0
219,onapristone,1.3299980806294,0,1.0
219,onapristone,7.140218300668815,0,5.0
219,onapristone,24.0319255195442,0,13.0
219,onapristone,13.05513515333686,0,7.0
219,onapristone,13.29538586617705,0,8.0
219,onapristone,26.94478586412875,0,14.0
219,onapristone,18.04097353076635,0,11.0
219,onapristone,17.982691701662553,0,10.0
219,onapristone,12.60478651813031,0,6.0
219,onapristone,6.63972885487584,0,4.0
219,onapristone,15.25904999262925,0,9.0
219,onapristone,23.316101783811757,0,12.0
235,pimozide,7.3195180917391,0,2.0
235,pimozide,18.3718568102162,0,8.0
235,pimozide,13.4959958138415,0,7.0
235,pimozide,13.4394684488414,0,6.0
235,pimozide,18.42533403921965,0,9.0
235,pimozide,13.40427969025125,1,5.0
235,pimozide,10.5042515212871,0,3.0
235,pimozide,12.032760299949349,0,4.0
235,pimozide,4.84686713633664,0,1.0
240,propafenone,18.4727559146027,0,6.0
240,propafenone,14.089828347644051,0,3.0
240,propafenone,14.26814645727215,0,4.0
240,propafenone,12.9965302685704,0,1.0
240,propafenone,13.586391373900248,0,2.0
240,propafenone,16.714043570036047,1,5.0
240,propafenone,22.616247904499147,0,7.0
240,propafenone,28.6338806751494,0,8.0
245,quinidine,7.15812553925203,0,2.0
245,quinidine,3.39376635288162,0,1.0
245,quinidine,14.497371770036397,0,5.0
245,quinidine,14.2245879503465,1,4.0
245,quinidine,20.7050662400098,0,6.0
245,quinidine,11.985746270985404,0,3.0
245,quinidine,25.2851800554222,0,8.0
245,quinidine,23.31997598060625,0,7.0
245,quinidine,29.106230961184195,0,9.0
267,salmeterol,24.30867093077815,0,13.0
267,salmeterol,15.6930149296094,0,4.0
267,salmeterol,15.9123016400584,0,5.0
267,salmeterol,17.8833007185609,0,8.0
267,salmeterol,17.66855478787205,0,7.0
267,salmeterol,15.196140074569,0,3.0
267,salmeterol,14.8094563356532,0,2.0
267,salmeterol,19.871094823810505,0,11.0
267,salmeterol,19.3544928225418,0,10.0
267,salmeterol,19.26768885672675,0,9.0
267,salmeterol,16.87829093058305,0,6.0
267,salmeterol,14.733158480203,0,1.0
267,salmeterol,20.3570107310017,1,12.0
268,saquinavir,7.1582573977792,0,5.0
268,saquinavir,7.924092224554635,0,6.0
268,saquinavir,4.24973162487641,0,2.0
268,saquinavir,10.654491739379576,0,7.0
268,saquinavir,14.881040079264,0,11.0
268,saquinavir,4.28471439549791,0,3.0
268,saquinavir,16.2761651738435,0,13.0
268,saquinavir,13.37727167577841,0,9.0
268,saquinavir,3.80569492026533,0,1.0
268,saquinavir,19.0669049583149,0,15.0
268,saquinavir,24.53162743553905,0,17.0
268,saquinavir,11.33051538448875,0,8.0
268,saquinavir,25.25063571110895,0,18.0
268,saquinavir,20.023424932721,1,16.0
268,saquinavir,15.275707071881037,1,12.0
268,saquinavir,17.836133489001433,1,14.0
268,saquinavir,5.25881970917838,0,4.0
268,saquinavir,13.746172723879251,0,10.0
271,seratrodast,1.18936358276047,0,1.0
271,seratrodast,9.499283404842323,0,2.0
271,seratrodast,26.743524834685505,1,9.0
271,seratrodast,25.7071023875511,0,8.0
271,seratrodast,20.218685206257664,0,6.0
271,seratrodast,10.49877740829945,0,3.0
271,seratrodast,14.9530109066318,0,4.0
271,seratrodast,17.7291206575471,0,5.0
271,seratrodast,22.182770066351,0,7.0
280,tamoxifen,14.8903169739695,0,1.0
280,tamoxifen,23.6680037493559,0,4.0
280,tamoxifen,17.2275762129482,0,3.0
280,tamoxifen,16.8177712590048,0,2.0
280,tamoxifen,25.30836624597167,1,6.0
280,tamoxifen,25.09101480648744,1,5.0
285,teniposide,9.71354922384614,0,5.0
285,teniposide,11.8620350541025,0,8.0
285,teniposide,0.244540411880268,0,1.0
285,teniposide,18.074355824330382,0,11.0
285,teniposide,6.54341480708468,0,2.0
285,teniposide,6.71566266186036,0,3.0
285,teniposide,10.2898446452421,0,7.0
285,teniposide,37.9841994768734,0,15.0
285,teniposide,28.081256701522403,1,13.0
285,teniposide,28.150201160982533,1,14.0
285,teniposide,9.91263517987999,0,6.0
285,teniposide,15.9424933257267,0,10.0
285,teniposide,9.23848225295167,0,4.0
285,teniposide,21.5551746544824,0,12.0
285,teniposide,13.8423589958841,0,9.0
287,terbinafine,13.1715002583784,1,1.0
287,terbinafine,21.6829613420151,0,3.0
287,terbinafine,16.53072898696555,0,2.0
287,terbinafine,25.30330303110217,0,5.0
287,terbinafine,26.05889487361877,0,6.0
287,terbinafine,25.17091993312903,0,4.0
290,terfenadine,3.55636388073213,0,1.0
290,terfenadine,9.96980021477648,0,2.0
290,terfenadine,10.05916491731009,0,3.0
290,terfenadine,15.53953676011865,0,9.0
290,terfenadine,15.327601908692202,0,8.0
290,terfenadine,15.21073608823985,0,6.0
290,terfenadine,10.9983346610647,0,4.0
290,terfenadine,15.28868167070425,0,7.0
290,terfenadine,14.9580567502852,0,5.0
290,terfenadine,22.7522093169361,1,12.0
290,terfenadine,22.0077332246992,1,10.0
290,terfenadine,22.74834356214677,1,11.0
292,testosterone,24.2709247239481,0,13.0
292,testosterone,15.2549201544501,0,5.0
292,testosterone,20.780085360612347,1,12.0
292,testosterone,16.14935777288505,0,7.0
292,testosterone,2.32228650198785,0,1.0
292,testosterone,3.8491155461585,0,2.0
292,testosterone,7.2734590044333,0,3.0
292,testosterone,18.796262138519403,0,11.0
292,testosterone,10.34013527557211,0,4.0
292,testosterone,18.00684468389795,0,10.0
292,testosterone,26.4031508545443,0,14.0
292,testosterone,17.0245872336741,0,8.0
292,testosterone,17.0846045938304,0,9.0
292,testosterone,15.696188507321564,0,6.0
309,verapamil,9.45022682698026,0,3.0
309,verapamil,20.088779571498,0,7.0
309,verapamil,20.42989465550903,0,8.0
309,verapamil,22.403651054938667,1,9.0
309,verapamil,6.671708010320005,0,2.0
309,verapamil,4.913551568128099,0,1.0
309,verapamil,12.4513659382232,0,5.0
309,verapamil,11.0538609203244,0,4.0
309,verapamil,14.9325233958297,0,6.0
309,verapamil,25.246726935417367,0,10.0
309,verapamil,29.0048152469878,0,12.0
309,verapamil,26.375592829886937,0,11.0
309,verapamil,29.571942190210464,0,13.0
314,zaleplon,25.31046509509813,0,2.0
314,zaleplon,19.119471532258157,1,1.0
314,zaleplon,25.567919588162265,0,3.0
447,pranidipine,7.9194807152078,1,1.0
447,pranidipine,26.25423121084057,0,3.0
447,pranidipine,27.0631717738426,0,4.0
447,pranidipine,22.9238022838898,0,2.0
447,pranidipine,28.7601987831619,0,5.0
